return_id,order_id,product_id,return_date,reason,amount_refunded
1593,29923,435,2018-10-26,Color doesn't match,0.00
1594,15593,164,2017-04-22,Product damaged during shipping,0.00
1595,23687,173,2017-02-02,Product didn't meet expectations,0.00
1596,38503,219,2020-12-20,Product didn't meet expectations,0.00
1597,18462,414,2022-09-06,Size doesn't fit,0.00
1598,38302,166,2017-02-16,Received wrong product,120.46
1599,43845,133,2019-07-24,Color doesn't match,0.00
1600,29489,44,2020-07-11,Size doesn't fit,0.00
1601,44812,129,2022-02-05,Item not as described,0.00
1602,9199,344,2021-09-07,Product damaged during shipping,0.00
1603,271,414,2016-07-23,Ordered by mistake,0.00
1604,47281,14,2020-03-19,Product didn't meet expectations,0.00
1605,48833,52,2020-12-24,Product damaged during shipping,0.00
1606,49974,112,2020-07-26,Defective product,0.00
1607,43354,170,2016-03-13,Defective product,0.00
1608,41179,467,2022-01-15,Item not as described,653.44
1609,11909,479,2022-03-15,Changed my mind,0.00
1610,40102,140,2017-05-12,Changed my mind,0.00
1611,8888,113,2019-11-12,Found a better deal,0.00
1612,1837,332,2023-01-02,Product damaged during shipping,464.55
1613,17413,290,2019-10-09,Ordered by mistake,0.00
1614,5325,50,2022-05-31,Color doesn't match,31.55
1615,28777,342,2017-05-25,Size doesn't fit,0.00
1616,21108,272,2019-06-10,Defective product,0.00
1617,8437,194,2020-10-22,Product didn't meet expectations,0.00
1618,25301,397,2022-06-25,Size doesn't fit,1771.50
1619,32021,335,2019-04-10,Color doesn't match,0.00
1620,45036,191,2019-12-30,Ordered by mistake,0.00
1621,2352,120,2018-02-07,Found a better deal,33.46
1622,2384,77,2020-06-17,Found a better deal,136.23
1623,49298,476,2019-11-05,Received wrong product,673.23
1624,27446,27,2021-02-06,Changed my mind,721.56
1625,13187,371,2021-02-14,Color doesn't match,119.89
1626,37534,284,2016-02-03,Changed my mind,0.00
1627,47686,252,2018-03-15,Changed my mind,0.00
1628,33680,205,2016-02-02,Color doesn't match,0.00
1629,14163,299,2018-09-14,Color doesn't match,331.56
1630,23214,61,2022-07-10,Found a better deal,1390.53
1631,27103,474,2016-05-11,Defective product,0.00
1632,45058,147,2017-06-25,Color doesn't match,175.52
1633,26150,293,2022-05-10,Ordered by mistake,0.00
1634,9537,121,2019-12-28,Changed my mind,0.00
1635,8150,407,2018-02-28,Size doesn't fit,0.00
1636,19288,386,2021-01-11,Changed my mind,0.00
1637,6261,469,2016-07-16,Size doesn't fit,287.09
1638,37524,358,2019-09-03,Product damaged during shipping,0.00
1639,7551,73,2019-07-13,Defective product,167.48
1640,41809,156,2022-07-25,Ordered by mistake,0.00
1641,42070,397,2019-03-10,Size doesn't fit,0.00
1642,20439,347,2020-10-10,Found a better deal,0.00
1643,1883,76,2021-05-28,Product didn't meet expectations,0.00
1644,32859,357,2016-10-29,Color doesn't match,0.00
1645,22116,112,2019-09-25,Ordered by mistake,0.00
1646,47352,340,2016-02-01,Defective product,0.00
1647,41378,423,2016-03-18,Color doesn't match,0.00
1648,43427,23,2018-03-12,Received wrong product,0.00
1649,9683,121,2017-01-10,Color doesn't match,229.32
1650,33176,333,2022-01-17,Color doesn't match,0.00
1651,22433,477,2022-01-27,Received wrong product,0.00
1652,35295,440,2018-08-15,Ordered by mistake,0.00
1653,34834,146,2017-10-01,Defective product,0.00
1654,9622,277,2019-12-22,Defective product,0.00
1655,28787,311,2022-05-02,Size doesn't fit,0.00
1656,21897,324,2021-07-26,Size doesn't fit,0.00
1657,44084,368,2021-01-07,Product didn't meet expectations,0.00
1658,37794,137,2020-11-17,Ordered by mistake,0.00
1659,12281,415,2016-01-25,Product didn't meet expectations,0.00
1660,8464,79,2019-04-28,Color doesn't match,0.00
1661,48957,119,2020-12-09,Color doesn't match,1105.27
1662,13615,364,2016-11-27,Changed my mind,0.00
1663,40436,355,2018-02-06,Product didn't meet expectations,330.43
1664,17096,24,2017-10-08,Changed my mind,0.00
1665,30980,77,2021-09-10,Received wrong product,0.00
1666,46758,286,2020-07-07,Product damaged during shipping,96.83
1667,18954,291,2018-03-26,Changed my mind,0.00
1668,49743,250,2021-07-23,Changed my mind,0.00
1669,42678,215,2017-04-21,Item not as described,0.00
1670,32324,447,2017-03-24,Changed my mind,0.00
1671,44945,153,2022-08-28,Product damaged during shipping,0.00
1672,307,407,2018-03-18,Size doesn't fit,0.00
1673,5586,439,2017-04-25,Color doesn't match,110.31
1674,37802,441,2021-06-16,Size doesn't fit,0.00
1675,46501,277,2020-02-14,Color doesn't match,227.84
1676,13437,124,2022-10-22,Changed my mind,0.00
1677,32368,177,2020-11-16,Color doesn't match,0.00
1678,46631,64,2018-06-20,Item not as described,161.00
1679,24269,155,2020-02-28,Color doesn't match,0.00
1680,17562,107,2018-02-01,Received wrong product,0.00
1681,37921,451,2020-04-23,Found a better deal,23.16
1682,22882,445,2020-04-09,Changed my mind,0.00
1683,4524,39,2016-02-22,Defective product,553.94
1684,49000,314,2021-11-10,Found a better deal,291.46
1685,39459,472,2017-11-10,Ordered by mistake,11.88
1686,7900,355,2017-06-14,Changed my mind,0.00
1687,36760,356,2021-10-19,Color doesn't match,0.00
1688,22228,370,2016-12-24,Size doesn't fit,0.00
1689,12068,365,2018-10-29,Changed my mind,0.00
1690,24571,400,2017-12-12,Product didn't meet expectations,72.56
1691,37600,317,2021-01-25,Received wrong product,0.00
1692,11091,189,2019-11-04,Found a better deal,888.06
1693,13731,49,2021-06-29,Ordered by mistake,301.11
1694,8621,50,2020-07-15,Item not as described,0.00
1695,9401,310,2017-11-07,Received wrong product,250.21
1696,38701,139,2018-06-07,Found a better deal,0.00
1697,27006,251,2018-02-14,Found a better deal,44.45
1698,5485,201,2016-05-04,Ordered by mistake,0.00
1699,24731,56,2022-04-18,Defective product,0.00
1700,30777,277,2017-08-05,Found a better deal,0.00
1701,11709,112,2016-09-09,Found a better deal,0.00
1702,28227,196,2019-08-11,Ordered by mistake,0.00
1703,38900,160,2020-10-01,Received wrong product,0.00
1704,30268,125,2016-08-08,Received wrong product,0.00
1705,33955,439,2018-12-23,Product didn't meet expectations,0.00
1706,25343,329,2017-02-17,Received wrong product,292.41
1707,47663,393,2016-02-20,Product didn't meet expectations,163.07
1708,14778,226,2017-12-13,Product damaged during shipping,18.51
1709,10949,318,2016-11-09,Product didn't meet expectations,130.78
1710,31089,352,2020-05-21,Color doesn't match,0.00
1711,28860,21,2019-06-05,Ordered by mistake,0.00
1712,27415,414,2020-10-19,Item not as described,0.00
1713,42817,410,2016-03-21,Product didn't meet expectations,0.00
1714,37432,174,2017-07-27,Product damaged during shipping,0.00
1715,22911,325,2016-07-25,Product didn't meet expectations,0.00
1716,41855,267,2021-06-17,Size doesn't fit,0.00
1717,35314,337,2018-04-06,Product damaged during shipping,0.00
1718,1038,444,2020-05-08,Size doesn't fit,0.00
1719,26174,442,2020-02-05,Received wrong product,377.26
1720,5650,235,2018-02-16,Size doesn't fit,814.40
1721,31118,100,2018-07-08,Changed my mind,1391.60
1722,40886,55,2020-08-21,Product damaged during shipping,0.00
1723,20100,366,2021-06-03,Size doesn't fit,435.52
1724,15855,251,2022-06-20,Color doesn't match,71.13
1725,5570,102,2019-04-06,Changed my mind,0.00
1726,9247,179,2019-10-27,Received wrong product,0.00
1727,30847,457,2016-11-02,Product damaged during shipping,0.00
1728,20612,253,2020-09-25,Found a better deal,0.00
1729,18759,129,2018-08-10,Item not as described,0.00
1730,42873,290,2017-05-06,Changed my mind,0.00
1731,25025,1,2019-06-24,Size doesn't fit,174.57
1732,17301,413,2021-07-01,Ordered by mistake,479.61
1733,20785,404,2020-12-30,Defective product,277.85
1734,7161,166,2018-03-07,Defective product,0.00
1735,3691,152,2017-09-06,Size doesn't fit,0.00
1736,11305,336,2019-07-28,Product didn't meet expectations,0.00
1737,48451,307,2017-08-03,Product didn't meet expectations,0.00
1738,13597,327,2021-01-14,Color doesn't match,230.62
1739,49095,105,2017-05-17,Defective product,28.90
1740,28980,285,2016-07-06,Product didn't meet expectations,0.00
1741,49085,291,2020-09-12,Item not as described,0.00
1742,7493,461,2018-07-27,Ordered by mistake,0.00
1743,42169,449,2018-12-17,Size doesn't fit,0.00
1744,10968,136,2017-05-22,Product damaged during shipping,0.00
1745,415,185,2016-03-01,Found a better deal,0.00
1746,7767,96,2019-09-12,Defective product,105.51
1747,19917,149,2016-09-05,Product didn't meet expectations,0.00
1748,16127,353,2022-03-06,Size doesn't fit,0.00
1749,18025,457,2022-12-18,Ordered by mistake,43.87
1750,35601,238,2016-01-21,Color doesn't match,0.00
1751,43537,199,2020-08-27,Size doesn't fit,210.78
1752,20636,278,2019-05-10,Size doesn't fit,0.00
1753,33345,206,2018-06-28,Ordered by mistake,52.09
1754,6582,162,2017-08-25,Found a better deal,0.00
1755,6767,272,2016-03-20,Defective product,0.00
1756,19944,83,2017-11-26,Defective product,0.00
1757,40047,344,2022-09-15,Product damaged during shipping,416.96
1758,34308,158,2016-05-21,Color doesn't match,87.58
1759,49673,48,2017-03-01,Item not as described,0.00
1760,19287,120,2022-01-22,Defective product,0.00
1761,17827,482,2021-07-01,Found a better deal,997.04
1762,2803,446,2021-05-02,Color doesn't match,1017.58
1763,26,9,2019-01-15,Product damaged during shipping,0.00
1764,40897,24,2019-02-22,Color doesn't match,0.00
1765,24028,292,2020-03-07,Product damaged during shipping,0.00
1766,11481,469,2020-06-25,Found a better deal,775.15
1767,26953,449,2016-01-17,Item not as described,85.04
1768,1272,151,2018-10-19,Size doesn't fit,0.00
1769,15066,113,2022-02-18,Received wrong product,214.27
1770,29111,350,2019-06-27,Changed my mind,54.74
1771,4759,226,2018-10-03,Found a better deal,0.00
1772,5507,387,2020-12-09,Product didn't meet expectations,659.50
1773,39650,135,2021-11-04,Product didn't meet expectations,0.00
1774,33324,35,2019-11-24,Ordered by mistake,0.00
1775,7426,138,2019-03-01,Received wrong product,0.00
1776,15227,326,2017-05-06,Product damaged during shipping,0.00
1777,25374,156,2022-02-10,Found a better deal,224.62
1778,19820,410,2020-04-07,Item not as described,0.00
1779,22338,70,2019-03-04,Changed my mind,0.00
1780,20331,354,2021-09-04,Size doesn't fit,74.35
1781,18991,409,2020-06-15,Product didn't meet expectations,0.00
1782,18358,166,2017-05-28,Received wrong product,192.73
1783,20789,363,2016-09-26,Changed my mind,0.00
1784,30773,146,2019-05-21,Item not as described,0.00
1785,18121,275,2017-07-21,Defective product,0.00
1786,48681,274,2021-12-18,Defective product,447.90
1787,11854,366,2020-07-11,Ordered by mistake,175.67
1788,17859,350,2019-01-03,Found a better deal,136.84
1789,18350,295,2021-07-05,Product damaged during shipping,395.02
1790,39102,416,2019-04-21,Item not as described,100.19
1791,27488,230,2022-03-21,Size doesn't fit,0.00
1792,36132,240,2017-12-04,Received wrong product,580.10
1793,38292,370,2022-09-03,Color doesn't match,0.00
1794,24751,247,2022-05-01,Found a better deal,0.00
1795,43409,400,2021-03-29,Product damaged during shipping,0.00
1796,1975,446,2019-11-19,Color doesn't match,0.00
1797,21575,256,2018-07-13,Product didn't meet expectations,30.79
1798,34811,105,2017-01-24,Defective product,0.00
1799,4474,184,2018-07-21,Ordered by mistake,0.00
1800,43708,368,2016-02-14,Size doesn't fit,257.80
1801,36877,464,2019-12-07,Product didn't meet expectations,97.97
1802,36289,432,2017-09-03,Defective product,496.79
1803,35639,20,2019-04-21,Changed my mind,849.66
1804,28426,106,2021-03-30,Changed my mind,0.00
1805,18453,203,2022-12-20,Received wrong product,0.00
1806,35593,205,2022-04-07,Defective product,0.00
1807,46202,471,2018-04-03,Changed my mind,0.00
1808,19454,210,2019-03-10,Product damaged during shipping,0.00
1809,38448,47,2016-09-22,Color doesn't match,0.00
1810,36173,450,2019-09-20,Ordered by mistake,0.00
1811,9682,193,2020-07-16,Found a better deal,0.00
1812,10787,213,2022-08-24,Ordered by mistake,0.00
1813,5057,454,2021-09-03,Color doesn't match,305.92
1814,36469,131,2018-06-20,Color doesn't match,186.89
1815,46233,298,2021-04-14,Changed my mind,0.00
1816,48818,97,2016-10-20,Size doesn't fit,0.00
1817,318,10,2021-06-13,Product damaged during shipping,0.00
1818,44268,291,2016-08-12,Product damaged during shipping,0.00
1819,17790,233,2018-10-24,Received wrong product,0.00
1820,34093,442,2022-05-08,Received wrong product,0.00
1821,16200,306,2022-01-05,Changed my mind,368.46
1822,32487,238,2022-08-09,Received wrong product,0.00
1823,45513,453,2017-08-07,Item not as described,0.00
1824,27732,7,2017-09-04,Found a better deal,0.00
1825,710,220,2019-09-13,Size doesn't fit,344.28
1826,47855,5,2019-02-15,Color doesn't match,47.44
1827,46325,279,2021-08-07,Item not as described,0.00
1828,44567,99,2022-09-25,Product damaged during shipping,0.00
1829,15783,451,2016-02-11,Size doesn't fit,389.05
1830,16751,448,2022-05-21,Color doesn't match,494.78
1831,20355,86,2019-02-24,Item not as described,0.00
1832,40425,467,2019-01-31,Changed my mind,0.00
1833,39776,478,2020-01-08,Found a better deal,580.13
1834,8167,179,2022-07-25,Found a better deal,0.00
1835,16555,298,2019-12-02,Product didn't meet expectations,32.04
1836,27735,392,2018-12-18,Size doesn't fit,0.00
1837,16972,127,2021-03-30,Found a better deal,0.00
1838,49282,69,2019-01-19,Ordered by mistake,0.00
1839,23549,52,2022-11-28,Defective product,0.00
1840,21293,154,2022-12-14,Defective product,618.54
1841,41162,226,2017-04-28,Received wrong product,333.18
1842,30510,9,2018-09-20,Changed my mind,0.00
1843,428,117,2018-01-31,Size doesn't fit,0.00
1844,30858,239,2016-02-15,Ordered by mistake,219.59
1845,14354,437,2022-07-23,Ordered by mistake,0.00
1846,14716,327,2021-05-27,Defective product,0.00
1847,36907,24,2016-09-15,Defective product,635.51
1848,41184,102,2022-04-17,Item not as described,0.00
1849,33590,107,2020-11-10,Defective product,0.00
1850,5475,140,2021-04-22,Size doesn't fit,0.00
1851,19005,54,2019-12-17,Received wrong product,0.00
1852,47321,137,2022-03-06,Size doesn't fit,0.00
1853,19569,390,2019-03-09,Product didn't meet expectations,0.00
1854,19354,498,2019-11-26,Defective product,0.00
1855,15087,426,2017-11-14,Changed my mind,0.00
1856,3333,474,2020-01-08,Received wrong product,35.55
1857,7302,495,2018-08-15,Size doesn't fit,0.00
1858,23480,359,2016-02-19,Size doesn't fit,193.69
1859,14764,52,2018-10-17,Received wrong product,0.00
1860,44821,210,2022-04-09,Changed my mind,0.00
1861,4603,102,2019-02-10,Size doesn't fit,121.15
1862,34480,332,2017-09-21,Color doesn't match,0.00
1863,45493,79,2016-02-03,Defective product,0.00
1864,36155,493,2018-05-28,Received wrong product,0.00
1865,2001,475,2017-07-13,Product damaged during shipping,56.38
1866,48129,140,2019-12-30,Color doesn't match,0.00
1867,30796,43,2019-11-01,Changed my mind,0.00
1868,25508,474,2021-11-21,Product didn't meet expectations,0.00
1869,20358,328,2018-01-09,Product didn't meet expectations,124.77
1870,41702,167,2019-01-30,Changed my mind,0.00
1871,23697,159,2019-08-08,Product didn't meet expectations,0.00
1872,47364,384,2021-05-04,Changed my mind,0.00
1873,5868,161,2022-10-05,Size doesn't fit,0.00
1874,44289,263,2019-01-08,Item not as described,792.46
1875,9930,320,2018-08-08,Changed my mind,0.00
1876,348,495,2017-12-07,Ordered by mistake,115.59
1877,27507,198,2017-10-29,Product damaged during shipping,0.00
1878,38803,280,2020-11-23,Changed my mind,0.00
1879,38367,476,2021-02-16,Product didn't meet expectations,1538.82
1880,4022,391,2016-02-16,Found a better deal,22.15
1881,23820,125,2018-07-14,Size doesn't fit,354.91
1882,6666,467,2016-11-03,Found a better deal,0.00
1883,17563,500,2022-11-06,Defective product,0.00
1884,47682,317,2019-02-04,Item not as described,203.48
1885,2079,225,2017-02-16,Defective product,93.97
1886,7143,422,2018-12-20,Color doesn't match,0.00
1887,3425,244,2018-03-07,Item not as described,0.00
1888,37464,438,2017-03-28,Product didn't meet expectations,0.00
1889,5539,284,2020-04-14,Changed my mind,0.00
1890,39128,455,2022-09-05,Ordered by mistake,0.00
1891,33956,375,2017-06-09,Changed my mind,0.00
1892,38268,96,2016-08-19,Color doesn't match,0.00
1893,7355,447,2022-12-28,Size doesn't fit,0.00
1894,14852,344,2017-10-02,Received wrong product,0.00
1895,5784,24,2018-05-20,Product didn't meet expectations,221.29
1896,18723,285,2021-09-13,Received wrong product,0.00
1897,22758,434,2019-12-14,Ordered by mistake,56.53
1898,9561,300,2018-08-02,Defective product,0.00
1899,8000,132,2019-11-07,Changed my mind,145.68
1900,14365,164,2018-11-20,Product didn't meet expectations,0.00
1901,13192,354,2016-11-10,Found a better deal,159.33
1902,37867,59,2017-09-01,Product damaged during shipping,726.11
1903,2278,158,2020-02-14,Ordered by mistake,222.92
1904,47879,89,2018-10-06,Product damaged during shipping,0.00
1905,19068,460,2020-09-25,Found a better deal,0.00
1906,30489,353,2019-06-14,Changed my mind,0.00
1907,5887,130,2016-03-26,Ordered by mistake,0.00
1908,27402,466,2018-03-09,Color doesn't match,0.00
1909,32332,244,2021-11-22,Product didn't meet expectations,0.00
1910,1774,349,2019-06-08,Product didn't meet expectations,0.00
1911,6229,324,2017-08-21,Defective product,0.00
1912,46478,338,2017-11-05,Ordered by mistake,0.00
1913,48249,8,2019-09-19,Changed my mind,0.00
1914,45254,460,2016-09-26,Product didn't meet expectations,0.00
1915,49228,248,2022-12-27,Product didn't meet expectations,0.00
1916,38953,353,2016-10-06,Defective product,0.00
1917,23554,322,2019-02-07,Color doesn't match,96.15
1918,43116,222,2019-10-21,Defective product,0.00
1919,40936,139,2021-05-16,Changed my mind,0.00
1920,7976,136,2016-06-21,Color doesn't match,781.95
1921,47448,499,2018-04-30,Size doesn't fit,0.00
1922,35916,440,2016-09-07,Received wrong product,0.00
1923,20979,7,2021-01-12,Product damaged during shipping,518.78
1924,41436,389,2016-07-17,Ordered by mistake,690.98
1925,22125,340,2016-11-07,Defective product,134.68
1926,7206,376,2020-10-31,Product damaged during shipping,1498.56
1927,5852,202,2021-07-20,Changed my mind,0.00
1928,24240,416,2019-01-05,Ordered by mistake,85.88
1929,27462,324,2019-01-12,Product didn't meet expectations,778.52
1930,46030,263,2019-10-03,Color doesn't match,0.00
1931,21008,268,2022-12-23,Product didn't meet expectations,0.00
1932,49595,376,2020-01-10,Defective product,234.15
1933,42487,123,2019-05-17,Defective product,86.76
1934,43725,94,2019-08-21,Color doesn't match,0.00
1935,30352,240,2020-05-26,Ordered by mistake,1778.98
1936,536,75,2019-05-06,Size doesn't fit,0.00
1937,14062,2,2019-03-11,Product didn't meet expectations,0.00
1938,29351,304,2017-04-14,Color doesn't match,0.00
1939,33368,274,2021-03-22,Item not as described,0.00
1940,19185,240,2018-09-24,Defective product,0.00
1941,19345,394,2021-10-13,Changed my mind,0.00
1942,25389,430,2021-02-03,Size doesn't fit,0.00
1943,44774,142,2018-06-25,Found a better deal,329.61
1944,42204,477,2020-08-14,Product damaged during shipping,0.00
1945,38520,199,2018-04-25,Received wrong product,226.99
1946,33600,384,2018-11-12,Ordered by mistake,0.00
1947,3756,27,2017-02-21,Color doesn't match,0.00
1948,29559,330,2022-06-28,Defective product,486.50
1949,22788,94,2022-12-23,Size doesn't fit,0.00
1950,30760,255,2016-07-05,Color doesn't match,0.00
1951,30433,307,2019-08-16,Item not as described,0.00
1952,10209,366,2018-03-13,Product damaged during shipping,0.00
1953,45654,448,2018-11-14,Ordered by mistake,0.00
1954,31155,63,2022-05-07,Changed my mind,0.00
1955,34628,380,2022-01-27,Defective product,0.00
1956,24307,90,2020-12-16,Found a better deal,0.00
1957,19102,62,2019-06-29,Defective product,556.82
1958,19949,169,2019-12-11,Received wrong product,718.07
1959,48883,209,2021-08-18,Size doesn't fit,0.00
1960,43284,390,2022-09-09,Size doesn't fit,0.00
1961,28819,24,2017-05-07,Ordered by mistake,0.00
1962,31088,275,2018-07-30,Defective product,0.00
1963,35994,294,2022-08-21,Product didn't meet expectations,0.00
1964,43293,204,2021-04-11,Ordered by mistake,0.00
1965,7300,299,2020-03-26,Ordered by mistake,0.00
1966,5699,178,2020-03-10,Defective product,0.00
1967,12325,193,2021-11-19,Ordered by mistake,0.00
1968,18021,282,2018-06-21,Product damaged during shipping,263.44
1969,18803,255,2019-10-18,Item not as described,0.00
1970,20955,449,2019-11-07,Size doesn't fit,115.41
1971,1367,68,2017-08-25,Ordered by mistake,0.00
1972,27112,408,2021-11-23,Defective product,0.00
1973,9422,24,2022-06-22,Ordered by mistake,748.99
1974,27178,5,2016-06-22,Product damaged during shipping,86.25
1975,49393,38,2016-11-24,Defective product,0.00
1976,28617,84,2017-09-16,Product damaged during shipping,88.67
1977,34862,79,2016-07-30,Size doesn't fit,0.00
1978,7431,422,2019-01-27,Received wrong product,0.00
1979,35353,43,2016-07-23,Product damaged during shipping,0.00
1980,9429,87,2023-01-02,Ordered by mistake,0.00
1981,30249,1,2016-04-15,Ordered by mistake,0.00
1982,45442,441,2020-10-22,Ordered by mistake,0.00
1983,205,230,2018-05-14,Size doesn't fit,128.89
1984,44249,296,2021-07-27,Product didn't meet expectations,0.00
1985,13842,470,2020-01-20,Product didn't meet expectations,0.00
1986,32142,358,2018-07-17,Product damaged during shipping,0.00
1987,17620,416,2020-09-27,Item not as described,0.00
1988,45175,376,2016-11-23,Ordered by mistake,0.00
1989,11523,406,2017-05-08,Received wrong product,0.00
1990,13028,82,2022-05-07,Color doesn't match,0.00
1991,46962,266,2022-06-21,Item not as described,475.08
1992,1674,290,2022-03-24,Changed my mind,0.00
1993,4598,142,2016-12-20,Color doesn't match,0.00
1994,37334,56,2022-10-27,Product damaged during shipping,0.00
1995,15108,113,2020-04-09,Defective product,0.00
1996,38071,43,2017-04-08,Found a better deal,0.00
1997,35179,133,2017-12-13,Changed my mind,456.78
1998,28718,87,2019-12-18,Changed my mind,0.00
1999,19330,39,2020-07-04,Item not as described,0.00
2000,20413,224,2019-09-03,Ordered by mistake,0.00
2001,10316,379,2020-02-28,Size doesn't fit,0.00
2002,7589,361,2021-05-25,Size doesn't fit,0.00
2003,25311,48,2020-12-19,Color doesn't match,0.00
2004,35239,493,2017-01-29,Product didn't meet expectations,0.00
2005,23280,126,2020-01-04,Ordered by mistake,257.81
2006,17402,446,2022-03-31,Defective product,0.00
2007,9652,436,2021-12-04,Ordered by mistake,0.00
2008,37133,129,2017-06-26,Changed my mind,1691.03
2009,21742,325,2018-02-06,Changed my mind,136.12
2010,24849,42,2017-02-06,Found a better deal,0.00
2011,35703,313,2020-10-20,Size doesn't fit,0.00
2012,10438,369,2017-05-06,Item not as described,0.00
2013,14068,25,2017-02-21,Received wrong product,0.00
2014,40575,131,2020-07-26,Product didn't meet expectations,0.00
2015,47080,107,2021-10-20,Product damaged during shipping,0.00
2016,15212,243,2017-08-20,Found a better deal,0.00
2017,676,344,2018-06-23,Product damaged during shipping,469.08
2018,48113,275,2022-01-17,Size doesn't fit,0.00
2019,12572,350,2018-11-21,Color doesn't match,0.00
2020,39653,465,2018-05-27,Changed my mind,62.62
2021,45055,446,2017-09-09,Color doesn't match,0.00
2022,47355,80,2020-01-16,Item not as described,0.00
2023,100,84,2018-11-23,Product damaged during shipping,0.00
2024,46946,140,2018-03-29,Size doesn't fit,0.00
2025,48785,471,2020-03-04,Item not as described,0.00
2026,43102,463,2017-09-27,Item not as described,0.00
2027,5042,36,2021-02-23,Changed my mind,0.00
2028,37131,185,2020-07-12,Item not as described,0.00
2029,36395,413,2021-10-26,Product damaged during shipping,0.00
2030,42910,358,2020-03-12,Product damaged during shipping,0.00
2031,35235,146,2020-10-02,Defective product,0.00
2032,22713,286,2018-01-05,Product didn't meet expectations,316.90
2033,47246,7,2021-07-21,Found a better deal,0.00
2034,47791,379,2021-05-15,Color doesn't match,0.00
2035,39384,355,2018-01-27,Ordered by mistake,0.00
2036,25938,350,2022-01-14,Changed my mind,145.39
2037,10741,335,2020-08-24,Size doesn't fit,115.85
2038,23314,85,2020-07-21,Color doesn't match,0.00
2039,21380,8,2021-03-30,Color doesn't match,0.00
2040,14286,7,2022-03-27,Ordered by mistake,0.00
2041,15546,398,2022-06-15,Defective product,0.00
2042,28565,385,2018-07-07,Ordered by mistake,0.00
2043,26111,167,2018-12-17,Size doesn't fit,1176.56
2044,13083,160,2019-04-19,Changed my mind,0.00
2045,21257,424,2022-01-07,Ordered by mistake,912.11
2046,48651,5,2017-12-29,Color doesn't match,0.00
2047,17872,50,2017-02-15,Product didn't meet expectations,6.01
2048,45844,214,2020-09-29,Color doesn't match,0.00
2049,22262,473,2021-10-26,Product damaged during shipping,0.00
2050,26270,312,2021-03-02,Received wrong product,0.00
2051,17395,483,2020-01-29,Found a better deal,0.00
2052,3198,289,2019-07-05,Changed my mind,0.00
2053,21975,324,2019-06-06,Found a better deal,0.00
2054,41544,51,2016-04-02,Product didn't meet expectations,0.00
2055,43675,320,2022-10-02,Ordered by mistake,0.00
2056,8889,26,2022-10-01,Changed my mind,0.00
2057,29532,333,2020-09-17,Product damaged during shipping,0.00
2058,32275,325,2020-01-27,Color doesn't match,0.00
2059,15727,217,2022-07-30,Product didn't meet expectations,0.00
2060,48590,435,2020-04-21,Item not as described,237.13
2061,23840,92,2020-08-08,Product didn't meet expectations,0.00
2062,263,473,2020-06-16,Product damaged during shipping,671.73
2063,46681,88,2018-10-12,Color doesn't match,0.00
2064,32992,292,2019-05-08,Changed my mind,0.00
2065,6955,92,2020-06-05,Product damaged during shipping,0.00
2066,25403,250,2022-10-01,Found a better deal,0.00
2067,8095,381,2017-04-21,Color doesn't match,0.00
2068,28016,339,2016-08-14,Product damaged during shipping,0.00
2069,40869,488,2019-12-27,Changed my mind,0.00
2070,2797,20,2021-07-21,Received wrong product,0.00
2071,37643,294,2016-01-23,Changed my mind,0.00
2072,16068,416,2019-03-02,Product damaged during shipping,0.00
2073,21215,252,2018-05-03,Item not as described,0.00
2074,39442,280,2021-02-07,Product didn't meet expectations,0.00
2075,42003,410,2018-12-24,Product damaged during shipping,0.00
2076,31662,341,2017-02-02,Defective product,0.00
2077,16669,31,2017-07-22,Changed my mind,0.00
2078,1382,468,2018-02-12,Color doesn't match,48.98
2079,35856,40,2016-12-24,Product didn't meet expectations,0.00
2080,29728,423,2022-10-30,Defective product,0.00
2081,34298,436,2017-06-12,Product damaged during shipping,0.00
2082,48225,362,2020-07-24,Changed my mind,0.00
2083,32691,78,2018-05-18,Size doesn't fit,649.04
2084,46613,207,2019-09-11,Defective product,60.83
2085,7336,468,2022-12-13,Received wrong product,1257.06
2086,33260,67,2018-11-15,Color doesn't match,0.00
2087,10713,121,2018-10-26,Color doesn't match,0.00
2088,45827,441,2016-03-05,Product damaged during shipping,0.00
2089,5886,454,2019-05-30,Changed my mind,244.74
2090,17010,197,2018-12-18,Ordered by mistake,0.00
2091,40776,131,2020-07-21,Size doesn't fit,0.00
2092,21747,385,2017-12-26,Color doesn't match,0.00
2093,13418,119,2021-07-28,Color doesn't match,0.00
2094,39782,353,2020-03-25,Product damaged during shipping,0.00
2095,8880,244,2018-11-06,Item not as described,649.54
2096,14814,459,2019-11-08,Found a better deal,447.17
2097,44527,8,2022-06-13,Received wrong product,0.00
2098,33300,160,2018-04-12,Product didn't meet expectations,0.00
2099,2110,373,2019-11-30,Changed my mind,0.00
2100,22873,101,2019-07-01,Item not as described,323.47
2101,11170,369,2017-06-28,Color doesn't match,893.31
2102,18298,169,2022-04-10,Ordered by mistake,0.00
2103,46826,447,2017-06-03,Changed my mind,1855.16
2104,39742,120,2022-04-01,Received wrong product,0.00
2105,5839,177,2018-12-12,Item not as described,82.99
2106,43512,284,2017-07-26,Received wrong product,0.00
2107,13852,76,2016-03-09,Ordered by mistake,0.00
2108,20687,55,2022-03-09,Ordered by mistake,0.00
2109,36990,296,2016-10-14,Found a better deal,0.00
